enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
5349,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,11
8572,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,222
14034,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Public Sector,>4,9
11524,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,2,27
26025,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,73
22287,city_176,0.764,Male,Has relevent experience,,Masters,STEM,14,100-500,NGO,1,51
15292,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,66
29932,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,NGO,3,304
25512,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,,,1,65
20528,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,1,134
12048,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,30
30811,city_73,0.754,Male,No relevent experience,Full time course,High School,,4,,,never,163
26566,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,9
1201,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,,Public Sector,never,125
9252,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,1,22
11675,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,170
18636,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,107
29716,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,48
18001,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,,1,38
15406,city_18,0.8240000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,1,91
31491,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,5,,,2,94
31783,city_11,0.55,Male,No relevent experience,,Graduate,STEM,5,,,never,38
31841,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,105
22742,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,56
15147,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,23
18493,city_99,0.915,,No relevent experience,Full time course,Graduate,STEM,11,,,,24
4891,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,12,10/49,Pvt Ltd,1,105
27683,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,48
30411,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,32
22004,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12
12323,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,14,,,1,4
29646,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,66
28798,city_103,0.92,Male,Has relevent experience,Part time course,High School,,12,500-999,Pvt Ltd,>4,13
16234,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,82
23714,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,114
28239,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,2,28
4292,city_114,0.926,Male,Has relevent experience,no_enrollment,,,>20,50-99,Pvt Ltd,>4,14
22092,city_104,0.924,Female,Has relevent experience,no_enrollment,High School,,14,,,>4,142
2305,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,23
15016,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,17
22562,city_67,0.855,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,>4,92
23380,city_90,0.698,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,,4,4
7969,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,>4,36
12291,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,2,52
4081,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,5
12887,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,,,1,13
29167,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,2,96
27000,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,12,50-99,Funded Startup,1,256
25647,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,52
23041,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,100
9289,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,never,60
27095,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,46
3205,city_143,0.74,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,141
13167,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,51
31407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,141
13297,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,3,28
7273,city_118,0.722,,Has relevent experience,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,3,19
20012,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70
19317,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,91
4127,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,101
27655,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,116
13858,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,146
12319,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,2,,,1,49
8195,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84
1127,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,never,8
10563,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,Pvt Ltd,2,12
19595,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Funded Startup,1,96
13770,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,25
19000,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,17
23609,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,18
12772,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,14,,,>4,21
22253,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,89
2232,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83
30833,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,28
7832,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,,1,4
12897,city_84,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,81
26047,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,8
14492,city_21,0.624,,Has relevent experience,,Masters,STEM,3,10/49,Early Stage Startup,2,96
89,city_61,0.913,,No relevent experience,no_enrollment,High School,,6,,Pvt Ltd,never,10
2218,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,2,105
32890,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,53
18852,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,2,10/49,Funded Startup,2,59
21559,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,,2,184
23925,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,1,,,never,200
24089,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,16
26595,city_44,0.725,Male,No relevent experience,,Primary School,,2,,,1,40
10270,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,37
9453,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,23
18164,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,50-99,Funded Startup,1,15
6779,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,,21
25861,city_99,0.915,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,14
23430,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25
17507,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,49
12161,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,,1,50
20777,city_143,0.74,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,,88
25818,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,16,,,1,28
28019,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,2,,,2,11
11207,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,18
5245,city_14,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,48
19837,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,11
2292,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,58
32238,city_159,0.843,Male,No relevent experience,Full time course,Primary School,,8,,,1,162
4749,city_136,0.897,Male,No relevent experience,no_enrollment,High School,,<1,50-99,Pvt Ltd,1,64
28403,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Early Stage Startup,1,86
1949,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Early Stage Startup,2,119
22437,city_75,0.939,,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,110
16473,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,2,21
16600,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,>4,106
31033,city_16,0.91,,No relevent experience,Full time course,High School,,3,,,1,8
10609,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,>4,24
27609,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,1,55
23938,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,94
25944,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,20
6443,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Public Sector,3,238
21754,city_71,0.884,,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,,2,54
17846,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,109
15379,city_138,0.836,,Has relevent experience,Full time course,Masters,STEM,>20,500-999,Pvt Ltd,>4,29
11815,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,31
17425,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Pvt Ltd,1,65
21692,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,88
9385,city_136,0.897,,No relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,27
3123,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,28
21216,city_173,0.878,,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,28
400,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,23
3692,city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,12,500-999,Pvt Ltd,2,70
32086,city_16,0.91,,No relevent experience,no_enrollment,High School,,2,,,never,43
26905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102
17011,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Early Stage Startup,>4,85
33274,city_150,0.698,,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,43
25707,city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,9
31904,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,,,>4,39
1472,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102
11717,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,>4,44
7611,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,2,13
11045,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,284
24902,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,4
18926,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,2
22062,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,94
33109,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,1,48
6036,city_138,0.836,,Has relevent experience,no_enrollment,,,20,,,1,105
15301,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,192
18754,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,123
13514,city_67,0.855,Other,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,2
20234,city_114,0.926,,No relevent experience,,,,8,,,1,86
9713,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,22
28817,city_89,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,14,5000-9999,Pvt Ltd,3,141
20823,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,37
1119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,88
7316,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,30
18927,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,47
14094,city_65,0.802,Male,Has relevent experience,Part time course,High School,,11,<10,Pvt Ltd,1,55
32806,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,78
16859,city_118,0.722,Male,Has relevent experience,no_enrollment,High School,,5,<10,Pvt Ltd,2,15
23138,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,23
30151,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,94
7685,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,98
2145,city_16,0.91,Male,No relevent experience,Full time course,High School,,6,,,never,96
3832,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,158
32237,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,8,,,never,31
28555,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,never,28
31240,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31
10220,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,270
31617,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,1,42
32888,city_149,0.6890000000000001,,No relevent experience,Part time course,Graduate,STEM,6,,,2,13
27763,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,19
32407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,242
13366,city_71,0.884,,No relevent experience,,High School,,11,,,never,232
7335,city_83,0.923,Male,No relevent experience,no_enrollment,High School,,1,,,1,33
8723,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,13,,,>4,38
30919,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,65
2629,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,1,13
29997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,36
25360,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,2,10
9786,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,1,21
6326,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,26
21782,city_103,0.92,Male,Has relevent experience,Full time course,High School,,4,50-99,,1,44
12786,city_136,0.897,,Has relevent experience,Full time course,Graduate,STEM,,10/49,NGO,,26
16777,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,47
1577,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,,,1,15
32116,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,2,102
1342,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,166
31720,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,1,28
24186,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,NGO,never,128
27341,city_160,0.92,,No relevent experience,Part time course,Graduate,STEM,5,,,never,78
28908,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,250
18594,city_134,0.698,,Has relevent experience,,,,>20,,,,51
9143,city_16,0.91,,Has relevent experience,no_enrollment,High School,,6,100-500,Pvt Ltd,1,74
11790,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,110
26822,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,NGO,1,226
26297,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,2,54
22820,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,,never,50
28537,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,100-500,Pvt Ltd,4,68
22332,city_73,0.754,Male,No relevent experience,Full time course,High School,,2,,,never,49
29225,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30
17491,city_116,0.743,,Has relevent experience,no_enrollment,High School,,6,500-999,Pvt Ltd,1,24
